parentised_smiles	ID	class_label
CCC[C@H]1[C@@H]2c3ccccc3C[C@]12c1cnc[nH]1	chembl_12249	POSITIVE
CCC[C@H]1c2ccccc2[C@H]2C[C@@]12c1cnc[nH]1	chembl_12280	POSITIVE
CCCc1ccccc1C(C)OC1=NCCN1	chembl_12973	POSITIVE
CCCc1ccccc1COC1=NCCN1	chembl_12787	POSITIVE
CCCc1ccccc1OC(C)C1=NCCN1	chembl_12809	POSITIVE
CCCc1ccccc1OCC1=NCCN1	chembl_12645	POSITIVE
CCN(CC)C(=O)N[C@@H]1CN(C)[C@@H]2Cc3c[nH]c4cccc(C2=C1)c34	chembl_12990	POSITIVE
CCN(CC)C(=O)[C@H]1CN([C@@H]2Cc3c[nH]c4cccc(C2=C1)c34)C(=O)Nc1ccccc1	chembl_12762	POSITIVE
CCN(CC)C(=S)SSC(=S)N(CC)CC	chembl_12826	NEGATIVE
CCN(CC)CCCC(C)Nc1c2ccc(Cl)cc2nc2ccc(OC)cc12	chembl_804	POSITIVE
CCN(CC)CCCC(C)Nc1ccnc2cc(Cl)ccc12	chembl_12685	NEGATIVE
CCN(CC)CCNC(=O)c1cc(Cl)c(N)cc1OC	chembl_12843	POSITIVE
CCN(CC)CCNC(=O)c1cc(ccc1OC)S(C)(=O)=O	chembl_12530	POSITIVE
CCN(CC)CCNc1ccc(Nc2c(CC)c(C)nc3c(C)cccc23)cc1	chembl_12563	POSITIVE
CCN(CC)CCOc1ccc(cc1)C(=C(\Cl)c1ccccc1)\c1ccccc1	chembl_12604	POSITIVE
CCN(CCO)CCCC(C)Nc1ccnc2cc(Cl)ccc12	chembl_12600	NEGATIVE
